tconst,parentTconst,Season Number,Episode Number,TV-show,Episode Title,Season start year,endYear,channel,IMDB Rating,Number of votes,episodeID
tt4214514,tt2543328,2,6,TURN: Washington's Spies,Houses Divided,2015,\N,AMC,9.0,297
tt4222214,tt2543328,2,4,TURN: Washington's Spies,Men of Blood,2015,\N,AMC,9.1,308
tt4296130,tt2543328,2,8,TURN: Washington's Spies,Providence,2015,\N,AMC,9.1,311
tt4354898,tt2543328,2,7,TURN: Washington's Spies,Valley Forge,2015,\N,AMC,9.0,323
tt4415442,tt2543328,2,9,TURN: Washington's Spies,The Prodigal,2015,\N,AMC,9.1,295
tt4415444,tt2543328,2,10,TURN: Washington's Spies,"Gunpowder, Treason and Plot",2015,\N,AMC,9.3,336
tt4909774,tt2543328,3,1,TURN: Washington's Spies,Valediction,2016,\N,AMC,8.9,293
tt5264266,tt2543328,3,5,TURN: Washington's Spies,"Hypocrisy, Fraud, and Tyranny",2016,\N,AMC,9.1,263
tt5326034,tt2543328,3,6,TURN: Washington's Spies,Many Mickles Make a Muckle,2016,\N,AMC,9.2,279
tt5349114,tt2543328,3,2,TURN: Washington's Spies,Cold Murdering Bastards,2016,\N,AMC,9.2,283
tt5373912,tt2543328,3,3,TURN: Washington's Spies,Benediction,2016,\N,AMC,9.1,284
tt5378538,tt2543328,3,8,TURN: Washington's Spies,Mended,2016,\N,AMC,9.1,258
tt5450048,tt2543328,3,4,TURN: Washington's Spies,Hearts and Minds,2016,\N,AMC,9.0,282
tt5459718,tt2543328,3,9,TURN: Washington's Spies,Blade on the Feather,2016,\N,AMC,9.5,295
tt5461410,tt2543328,3,10,TURN: Washington's Spies,Trial and Execution,2016,\N,AMC,9.6,358
tt5462314,tt2543328,3,7,TURN: Washington's Spies,Judgment,2016,\N,AMC,9.3,281
tt5952356,tt2543328,4,10,TURN: Washington's Spies,Washington's Spies,2017,\N,AMC,9.6,328
tt6093018,tt2543328,4,1,TURN: Washington's Spies,Spyhunter General,2017,\N,AMC,8.9,254
tt6093020,tt2543328,4,2,TURN: Washington's Spies,The Black Hole of Calcutta,2017,\N,AMC,9.1,218
